text prompt,class name,random seed
A close-up of a cricket in mid-jump.,cricket,13052
A cricket camouflaged among blades of grass.,cricket,13822
A cricket perched on the edge of a flower petal.,cricket,22290
A cricket exploring the intricate details of a tree bark.,cricket,60935
A wooden walking stick resting against a tree trunk in a tranquil forest.,walking stick,74165
A vintage walking stick leaning against a rustic wooden fence in a peaceful countryside.,walking stick,38610
"A sleek black walking stick propped up against a stone wall, waiting to be used on a leisurely hike.",walking stick,38149
An intricately carved walking stick standing tall against a backdrop of vibrant autumn leaves.,walking stick,2971
"A sturdy metal walking stick leaning against a bench, patiently awaiting its owner's return.",walking stick,37763
A cockroach savoring a tasty crumb on a countertop.,cockroach,59417
A cockroach exploring the dark hidden corners of a kitchen cabinet.,cockroach,94751
A cockroach scurrying across a tiled bathroom floor.,cockroach,92181
A cockroach poised on a leaf in a lush green garden.,cockroach,17981
A cockroach seeking refuge beneath a dusty old bookshelf.,cockroach,9936
A beautiful green mantis perched on a leaf.,mantis,4573
An intriguing close-up of a mantis with its piercing gaze.,mantis,92838
A mesmerizing mantis blending perfectly with its surroundings.,mantis,9296
A graceful mantis posing elegantly on a delicate flower.,mantis,60714
A curious mantis exploring its leafy kingdom.,mantis,30798
"A cicada perched on a leaf, basking in warm sunshine.",cicada,4535
A close-up of a cicada with its vibrant wings spread wide.,cicada,48106
"A cicada clinging to a tree branch, blending into the surroundings.",cicada,70308
A cicada resting peacefully on a delicate flower petal.,cicada,5004
"A cicada camouflaged among green leaves, hidden in plain sight.",cicada,32912
A leafhopper perched on a vibrant green leaf.,leafhopper,6946
A close-up of a leafhopper exploring its leafy habitat.,leafhopper,22704
A delicate leafhopper blending in with its leafy surroundings.,leafhopper,7357
A tiny leafhopper showcasing its intricate features.,leafhopper,13952
"A leafhopper caught mid-jump, showcasing its incredible agility.",leafhopper,78684
A delicate lacewing perched on a blade of grass.,lacewing,32361
A stunning lacewing displaying its intricate wings.,lacewing,35148
An elegant lacewing resting on a vibrant flower petal.,lacewing,39933
A mesmerizing lacewing spreading its wings in flight.,lacewing,27931
A graceful lacewing delicately navigating through a sea of green.,lacewing,81023
A colorful dragonfly perched on a leaf.,dragonfly,94813
A magnificent dragonfly resting on a stem.,dragonfly,83753
A graceful dragonfly hovering above the water.,dragonfly,18371
A delicate dragonfly spreading its wings in flight.,dragonfly,38678
A vibrant dragonfly basking in the sunlight.,dragonfly,36263
A damselfly perched on a delicate flower petal.,damselfly,12947
A vibrant damselfly resting on a green leaf.,damselfly,94728
An elegant damselfly gracefully hovering in mid-air.,damselfly,72613
A tiny damselfly basking in the warm sunlight.,damselfly,12819
A mesmerizing damselfly showcasing its intricate wings.,damselfly,83230
An admiral standing tall in his navy blue uniform.,admiral,69327
A majestic admiral surveying the horizon from the ship's deck.,admiral,20988
"A distinguished admiral holding a telescope, searching for new adventures.",admiral,72950
An admiral saluting smartly during a military ceremony.,admiral,23855
"The stern gaze of an admiral, commanding respect and authority.",admiral,31807
A delicate ringlet of hair resting on a pink background.,ringlet,93076
"A shimmering ringlet of silver, catching the light just right.",ringlet,91665
A perfectly formed ringlet of steam rising from a hot cup of coffee.,ringlet,86130
A dainty ringlet of smoke curling up from a smoldering ember.,ringlet,76944
A single ringlet of water droplets glistening on a leaf after the rain.,ringlet,82602
A beautiful monarch butterfly perched on a vibrant flower.,monarch,63447
The delicate wings of a monarch butterfly capturing the morning sunlight.,monarch,67661
A graceful monarch butterfly fluttering through a meadow of wildflowers.,monarch,16120
The vibrant colors of a monarch butterfly spreading joy in the garden.,monarch,47322
A solitary monarch butterfly gracefully soaring through the clear blue sky.,monarch,88196
A cabbage butterfly gracefully perched on a vibrant flower.,cabbage butterfly,71992
The delicate wings of a cabbage butterfly in full display.,cabbage butterfly,3057
A close-up of a cabbage butterfly resting on a green leaf.,cabbage butterfly,14049
The mesmerizing patterns of a cabbage butterfly caught on camera.,cabbage butterfly,86927
A beautiful cabbage butterfly fluttering in the summer breeze.,cabbage butterfly,30405
A sulphur butterfly perched on a vibrant flower.,sulphur butterfly,80379
A stunning sulphur butterfly in mid-flight.,sulphur butterfly,83963
A close-up of a sulphur butterfly's delicate wing pattern.,sulphur butterfly,53305
A solitary sulphur butterfly exploring a blooming garden.,sulphur butterfly,59782
A mesmerizing sulphur butterfly basking in the sunlight.,sulphur butterfly,26047
A beautiful blue lycaenid perched on a vibrant green leaf.,lycaenid,84476
A tiny orange lycaenid delicately resting on a pink flower.,lycaenid,74647
A striking black and white lycaenid exploring a purple blossom.,lycaenid,21830
An elegant lycaenid showcasing its colorful wings against a backdrop of lush foliage.,lycaenid,57611
A mesmerizing lycaenid fluttering gracefully in the golden rays of the sun.,lycaenid,27768
A vibrant orange starfish resting on a sandy beach.,starfish,63594
A magnificent purple and blue starfish in clear ocean waters.,starfish,45206
A delicate pink starfish gracefully perched on a coral reef.,starfish,86763
A striking red starfish contrasting against a rocky backdrop.,starfish,14359
An exquisite yellow starfish peacefully basking in the sun's rays.,starfish,43132
A sea urchin resting on a bed of colorful coral.,sea urchin,2684
A close-up of a sea urchin revealing its spiky shell.,sea urchin,95732
A vibrant sea urchin exploring the ocean floor.,sea urchin,46993
A mesmerizing sea urchin showcasing its unique patterns.,sea urchin,1789
A curious sea urchin observing its surroundings in the deep blue sea.,sea urchin,27128
A sea cucumber resting peacefully on the ocean floor.,sea cucumber,45529
A close-up of a sea cucumber's wavy body texture.,sea cucumber,11554
A sea cucumber gracefully moving through the water.,sea cucumber,63636
A vibrant sea cucumber showcasing its unique coloration.,sea cucumber,33295
A curious sea cucumber exploring its underwater surroundings.,sea cucumber,32912
A cute wood rabbit peeking out from behind a tree stump.,wood rabbit,79076
A close-up of a curious wood rabbit nibbling on a leaf.,wood rabbit,32350
A peaceful wood rabbit blending in with its natural surroundings.,wood rabbit,50633
A solitary wood rabbit exploring its wooded habitat.,wood rabbit,36059
A small wood rabbit posing for the camera in a serene forest setting.,wood rabbit,44453
A curious hare sniffing the wildflowers in a lush meadow.,hare,57391
A swift hare leaping gracefully across an open field.,hare,56030
"A startled hare perching on its hind legs, ears alert.",hare,40623
A vigilant hare blending into its natural woodland habitat.,hare,14426
A solitary hare nibbling on tender grass blades in the moonlight.,hare,26627
"An adorable Angora bunny, peacefully lounging in a cozy nest",Angora,19168
"A fluffy white Angora cat, gracefully sitting on a cushion",Angora,91116
"A cute Angora rabbit, nibbling on fresh green grass",Angora,4754
"A beautiful Angora goat, showcasing its luxurious curly fleece",Angora,43732
"A soft and fluffy Angora hamster, playfully exploring its wheel.",Angora,5325
A cute hamster snacking on a tiny carrot.,hamster,19348
A fluffy hamster taking a cozy nap in its little bed.,hamster,43887
A playful hamster spinning happily on its exercise wheel.,hamster,64929
A curious hamster peeking out from its cozy burrow.,hamster,79346
A smiling hamster munching on a delicious sunflower seed.,hamster,6335
A cute porcupine munching on some leaves.,porcupine,46106
A porcupine curled up in a cozy nest.,porcupine,31428
A spiky porcupine exploring its forest habitat.,porcupine,82559
A porcupine quilling its way through the grass.,porcupine,81953
"A porcupine perched on a tree branch, surveying its surroundings.",porcupine,54976
A curious fox squirrel perched on a tree branch.,fox squirrel,50805
A fluffy fox squirrel nibbling on a nut.,fox squirrel,5923
A playful fox squirrel scampering across a grassy field.,fox squirrel,40792
A charming fox squirrel peering through a tree hollow.,fox squirrel,65232
A graceful fox squirrel balancing on a tree limb.,fox squirrel,8377
A curious marmot standing tall in a rocky mountain landscape.,marmot,59620
"A fluffy marmot posing on a green meadow, soaking up the sun.",marmot,76428
"A chubby marmot peeking out of its cozy burrow, ready to explore.",marmot,18258
A relaxed marmot basking in the warmth of a sunny meadow.,marmot,2710
"A playful marmot frolicking amidst the wildflowers, enjoying its natural playground.",marmot,25152
A cute beaver swimming gracefully in crystal-clear water.,beaver,52457
A busy beaver building a cozy beaver lodge.,beaver,15085
A curious beaver peeking out of its beaver dam.,beaver,49292
A playful beaver chewing on a fallen tree branch.,beaver,65595
A determined beaver dragging a large log to add to its beaver dam.,beaver,81124
A fluffy guinea pig exploring its cozy habitat.,guinea pig,73835
A curious guinea pig nibbling on fresh vegetables.,guinea pig,27050
A small guinea pig posing for a close-up portrait.,guinea pig,10178
A chubby guinea pig taking a nap in its snug bed.,guinea pig,90657
A playful guinea pig munching on a tasty guinea pig treat.,guinea pig,86496
A vibrant sorrel leaf against a backdrop of lush green ,sorrel,8253
A close-up of a beautiful sorrel blossom ,sorrel,55627
"A handful of freshly harvested sorrel leaves, ready to be used in a delicious meal ",sorrel,57916
A solitary sorrel plant standing tall in a garden ,sorrel,99132
"A bunch of bright red sorrel berries, waiting to be picked.",sorrel,47749
A zebra grazing peacefully in the African savannah.,zebra,76521
A close-up of a zebra's black and white striped coat.,zebra,51179
A majestic zebra standing tall in the grassy plains.,zebra,42315
A zebra peacefully blending into its natural surroundings.,zebra,25149
A curious zebra looking directly at the camera.,zebra,3787
A hog searching for truffles in the lush forest.,hog,78051
A curious hog exploring a muddy field.,hog,85397
